,Lift,Toilets,Water Tap,Electricity,Attached Bathroom,Water Harvesting,Cable Connection,Assessment Number
18990,No,No,No,No,No,No,No,1086553885
18991,No,No,No,No,No,No,No,1086554108
18992,No,No,No,No,No,No,No,1086554531
18993,No,No,No,No,No,No,No,1086555102
18994,No,No,No,No,No,No,No,1086555241
18995,No,No,No,No,No,No,No,1086555565
18996,No,No,Yes,Yes,No,No,No,1086298101
18997,No,No,Yes,Yes,No,No,No,1086298582
18998,No,No,Yes,Yes,No,No,No,1086298111
18999,No,No,Yes,Yes,No,No,No,1086298513
19000,No,Yes,No,Yes,Yes,No,Yes,1086526612
19001,No,No,Yes,Yes,No,No,No,1086353293
19002,No,No,No,No,No,No,No,1086545940
19003,No,No,No,No,No,No,No,1086541453
19004,No,No,Yes,Yes,No,No,No,1086019687
19005,No,Yes,No,Yes,No,No,Yes,1086521363
19006,No,No,Yes,Yes,No,No,No,1086020072
19007,No,No,No,No,No,No,No,1086527397
19008,No,No,Yes,Yes,No,No,No,1086050858
19009,No,No,Yes,Yes,No,No,No,1086056321
19010,No,No,Yes,Yes,No,No,No,1086057391
19011,No,No,No,No,No,No,No,1086519993
19012,No,No,No,No,No,No,No,1086541671
19013,No,No,Yes,Yes,No,No,No,1086075820
19014,No,No,Yes,Yes,No,No,No,1086117899
19015,Yes,Yes,No,Yes,Yes,Yes,No,1086506916
19016,No,No,Yes,Yes,No,No,No,1086146379
19017,No,No,Yes,Yes,No,No,No,1086146380
19018,No,No,Yes,Yes,No,No,No,1086168266
19019,No,Yes,No,Yes,Yes,No,No,1086491377
19020,No,Yes,No,Yes,Yes,No,No,1086491378
19021,No,No,Yes,Yes,No,No,No,1086360188
19022,No,No,Yes,Yes,No,No,No,1086064987
19023,No,No,Yes,Yes,No,No,No,1086065361
19024,No,No,Yes,Yes,No,No,No,1086102472
19025,No,Yes,Yes,Yes,Yes,No,Yes,1086195470
19026,No,No,Yes,Yes,No,No,No,1086020719
19027,No,No,Yes,Yes,No,No,No,1086022870
19028,No,No,Yes,Yes,No,No,No,1086030317
19029,No,No,Yes,Yes,No,No,No,1086030515
19030,No,No,Yes,Yes,No,No,No,1086032259
19031,No,No,Yes,Yes,No,No,No,1086034474
19032,No,No,No,No,No,No,No,1086454337
19033,No,Yes,Yes,Yes,Yes,Yes,Yes,1086487277
19034,No,Yes,Yes,Yes,Yes,Yes,Yes,1086487285
19035,No,No,No,No,No,No,No,1086504479
19036,No,No,No,No,No,No,No,1086526695
19037,No,No,No,No,No,No,No,1086526697
19038,No,No,No,No,No,No,No,1086526699
19039,Yes,Yes,Yes,Yes,Yes,No,No,1086547440
19040,No,No,Yes,Yes,No,No,No,1086051536
19041,No,No,Yes,Yes,No,No,No,1086055197
19042,No,No,Yes,Yes,No,No,No,1086025116
19043,No,No,No,No,No,No,No,1086549149
19044,No,No,Yes,Yes,No,No,No,1086028100
19045,No,No,Yes,Yes,No,No,No,1086029231
19046,No,No,Yes,Yes,No,No,No,1086034455
19047,No,No,Yes,Yes,No,No,No,1086052128
19048,No,Yes,Yes,Yes,Yes,No,No,1086059445
19049,No,No,Yes,Yes,No,No,No,1086073614
19050,No,No,Yes,Yes,No,No,No,1086084662
19051,Yes,Yes,Yes,Yes,Yes,No,Yes,1086103481
19052,No,No,Yes,Yes,No,No,No,1086180468
19053,Yes,Yes,Yes,Yes,Yes,Yes,No,1086494091
19054,Yes,Yes,Yes,Yes,Yes,No,No,1086494092
19055,Yes,Yes,Yes,Yes,Yes,Yes,No,1086494094
19056,No,No,Yes,Yes,No,No,No,1086234611
19057,No,No,Yes,Yes,No,No,No,1086265715
19058,No,No,Yes,Yes,No,No,No,1086305452
19059,No,No,No,No,No,No,No,1086525048
19060,No,No,Yes,Yes,No,No,No,1086079617
19061,No,No,No,No,No,No,No,1086488652
19062,No,No,No,No,No,No,No,1086498835
19063,No,No,Yes,Yes,No,No,No,1086060762
19064,No,No,No,No,No,No,No,1086500255
19065,No,No,Yes,Yes,No,No,No,1086295831
19066,No,No,Yes,Yes,No,No,No,1086018950
19067,No,No,Yes,Yes,No,No,No,1086026336
19068,No,No,Yes,Yes,No,No,No,1086028616
19069,No,No,Yes,Yes,No,No,No,1086037729
19070,No,No,Yes,Yes,No,No,No,1086062287
19071,No,No,Yes,Yes,No,No,No,1086048348
19072,No,No,Yes,Yes,No,No,No,1086054273
19073,No,No,Yes,Yes,No,No,No,1086055603
19074,No,No,Yes,Yes,No,No,No,1086070063
19075,No,Yes,No,Yes,No,No,Yes,1086543834
19076,No,No,Yes,Yes,No,No,No,1086185252
19077,Yes,Yes,Yes,Yes,Yes,No,No,1086196234
19078,No,No,Yes,Yes,No,No,No,1086308950
19079,No,No,Yes,Yes,No,No,No,1086309657
19080,No,No,No,Yes,Yes,No,No,1086538206
19081,No,No,Yes,Yes,No,No,No,1086344385
19082,No,No,Yes,Yes,No,No,No,1086430084
19083,No,No,Yes,Yes,No,No,No,1086150818
19084,No,No,Yes,Yes,No,No,No,1086400480
19085,No,No,Yes,Yes,No,No,No,1086168453
19086,No,No,Yes,Yes,No,No,No,1086168454
19087,No,No,Yes,Yes,No,No,No,1086213044
19088,No,No,Yes,Yes,No,No,No,1086330050
19089,No,No,Yes,Yes,No,No,No,1086001529
19090,No,No,Yes,Yes,No,No,No,1086020628
19091,No,No,Yes,Yes,No,No,No,1086034637
19092,No,No,Yes,Yes,No,No,No,1086205813
19093,No,No,Yes,Yes,No,No,No,1086322063
19094,No,No,Yes,Yes,No,No,No,1086002887
19095,No,No,Yes,Yes,No,No,No,1086019481
19096,No,No,Yes,Yes,No,No,No,1086019509
19097,No,No,Yes,Yes,No,No,No,1086019618
19098,No,No,Yes,Yes,No,No,No,1086020547
19099,No,No,Yes,Yes,No,No,No,1086021505
19100,No,No,Yes,Yes,No,No,No,1086029577
19101,No,No,Yes,Yes,No,No,No,1086032656
19102,No,No,Yes,Yes,No,No,No,1086032657
19103,No,No,Yes,Yes,No,No,No,1086033500
19104,No,No,No,No,No,No,No,1086483914
19105,No,No,No,No,No,No,No,1086508390
19106,No,Yes,Yes,No,Yes,No,No,1086520181
19107,No,No,Yes,Yes,No,No,No,1086027134
19108,No,No,Yes,Yes,No,No,No,1086412774
19109,No,No,No,No,No,No,No,1086557863
19110,No,No,Yes,Yes,No,No,No,1086131580
19111,No,Yes,No,Yes,No,No,Yes,1086543911
19112,No,No,No,No,No,No,No,1086554086
19113,No,No,Yes,Yes,No,No,No,1086279825
19114,No,No,Yes,Yes,No,No,No,1086221979
19115,No,Yes,Yes,Yes,No,No,No,1086260978
19116,No,No,Yes,Yes,No,No,No,1086275304
19117,No,No,Yes,Yes,No,No,No,1086312836
19118,No,No,Yes,Yes,No,No,No,1086354309
19119,No,No,Yes,Yes,No,No,No,1086354543
19120,No,No,Yes,Yes,No,No,No,1086024727
19121,No,No,No,No,No,No,No,1086483957
19122,No,No,Yes,Yes,No,No,No,1086036463
19123,No,No,Yes,Yes,No,No,No,1086057130
19124,No,No,Yes,Yes,No,No,No,1086057131
19125,No,No,Yes,Yes,No,No,No,1086053738
19126,No,No,Yes,Yes,No,No,No,1086005364
19127,No,No,Yes,Yes,No,No,No,1086010363
19128,No,No,Yes,Yes,No,No,No,1086034111
19129,No,No,No,No,No,No,No,1086485346
19130,No,No,No,No,No,No,No,1086517501
19131,No,No,No,No,No,No,No,1086547554
19132,No,No,No,No,No,No,No,1086547556
19133,No,No,Yes,Yes,No,No,No,1086056626
19134,No,No,Yes,Yes,No,No,No,1086057679
19135,No,No,No,No,No,No,No,1086456192
19136,No,No,No,No,No,No,No,1086511818
19137,No,No,No,No,No,No,No,1086517355
19138,No,No,No,No,No,No,No,1086546698
19139,No,No,No,No,No,No,No,1086493583
19140,No,No,Yes,Yes,No,No,No,1086082635
19141,No,No,No,No,No,No,No,1086532021
19142,No,No,Yes,Yes,No,No,No,1086089886
19143,No,No,Yes,Yes,No,No,No,1086089887
19144,No,No,Yes,Yes,No,No,No,1086313095
19145,No,Yes,No,Yes,No,No,Yes,1086492985
19146,No,No,No,No,No,No,No,1086486833
19147,No,No,No,No,No,No,No,1086486834
19148,No,No,Yes,Yes,No,No,No,1086020862
19149,No,No,Yes,Yes,No,No,No,1086020891
19150,No,No,Yes,Yes,No,No,No,1086021917
19151,No,No,Yes,Yes,No,No,No,1086024788
19152,No,No,Yes,Yes,No,No,No,1086026177
19153,No,No,Yes,Yes,No,No,No,1086028655
19154,No,No,Yes,Yes,No,No,No,1086032760
19155,No,No,Yes,Yes,No,No,No,1086032761
19156,No,No,Yes,Yes,No,No,No,1086032773
19157,No,No,Yes,Yes,No,No,No,1086033402
19158,No,No,Yes,Yes,No,No,No,1086033629
19159,No,No,Yes,Yes,No,No,No,1086037407
19160,No,No,Yes,Yes,No,No,No,1086088835
19161,No,No,Yes,Yes,No,No,No,1086021179
19162,No,No,Yes,Yes,No,No,No,1086028787
19163,No,No,No,No,No,No,No,1086485809
19164,No,No,No,No,No,No,No,1086536793
19165,No,Yes,Yes,Yes,Yes,No,Yes,1086546379
19166,No,Yes,Yes,Yes,Yes,No,No,1086125911
19167,No,No,Yes,Yes,No,No,No,1086236281
19168,No,No,Yes,Yes,No,No,No,1086265347
19169,No,No,Yes,Yes,No,No,No,1086309136
19170,No,No,Yes,Yes,No,No,No,1086309317
19171,No,No,Yes,Yes,No,No,No,1086326414
19172,No,Yes,No,Yes,No,No,No,1086545766
19173,No,No,Yes,Yes,No,No,No,1086001231
19174,No,Yes,Yes,Yes,No,No,Yes,1086005633
19175,No,No,Yes,Yes,No,No,No,1086020814
19176,No,No,Yes,Yes,No,No,No,1086022352
19177,No,No,Yes,Yes,No,No,No,1086356751
19178,No,No,Yes,Yes,No,No,No,1086029728
19179,No,No,Yes,Yes,No,No,No,1086070368
19180,No,No,Yes,Yes,No,No,No,1086170784
19181,No,No,Yes,Yes,No,No,No,1086061323
19182,No,No,Yes,Yes,No,No,No,1086071436
19183,No,No,Yes,Yes,No,No,No,1086071899
19184,No,No,Yes,Yes,No,No,No,1086076885
19185,No,Yes,Yes,Yes,No,No,Yes,1086162690
19186,No,No,Yes,Yes,No,No,No,1086167527
19187,No,No,Yes,Yes,No,No,No,1086170787
19188,No,No,Yes,Yes,No,No,No,1086171697
19189,No,Yes,No,Yes,No,No,Yes,1086533771
19190,No,No,Yes,Yes,No,No,No,1086174484
19191,No,No,Yes,Yes,No,No,No,1086174487
19192,No,Yes,No,Yes,No,No,No,1086515646
19193,No,No,Yes,Yes,No,No,No,1086378320
19194,No,No,Yes,Yes,No,No,No,1086006150
19195,No,No,Yes,Yes,No,No,No,1086006753
19196,No,No,Yes,Yes,No,No,No,1086007818
19197,No,No,Yes,Yes,No,No,No,1086013351
19198,No,No,Yes,Yes,No,No,No,1086013363
19199,No,No,Yes,Yes,No,No,No,1086069531
19200,No,No,No,No,No,No,No,1086509354
19201,No,No,No,No,No,No,No,1086487564
19202,No,No,No,No,No,No,No,1086533851
19203,No,No,Yes,Yes,No,No,No,1086032261
19204,No,No,Yes,Yes,No,No,No,1086033842
19205,No,No,Yes,Yes,No,No,No,1086048673
19206,No,No,Yes,Yes,No,No,No,1086075398
19207,No,No,Yes,Yes,No,No,No,1086086355
19208,No,No,Yes,Yes,No,No,No,1086169284
19209,No,No,Yes,Yes,No,No,No,1086173748
19210,No,No,Yes,Yes,No,No,No,1086235346
19211,No,No,Yes,Yes,No,No,No,1086248227
19212,No,No,Yes,Yes,No,No,No,1086272107
19213,No,No,Yes,Yes,No,No,No,1086274211
19214,No,No,Yes,Yes,No,No,No,1086312180
19215,No,No,Yes,Yes,No,No,No,1086386735
19216,No,No,Yes,Yes,No,No,No,1086388697
19217,No,No,Yes,Yes,No,No,No,1086124024
19218,No,No,Yes,Yes,No,No,No,1086153180
19219,No,No,Yes,Yes,No,No,No,1086153389
19220,No,No,Yes,Yes,No,No,No,1086153390
19221,No,No,Yes,Yes,No,No,No,1086155335
19222,No,No,No,No,No,No,No,1086546374
19223,No,No,Yes,Yes,No,No,No,1086205845
19224,No,No,Yes,Yes,No,No,No,1086260980
19225,No,No,Yes,Yes,No,No,No,1086205776
19226,Yes,Yes,Yes,Yes,Yes,Yes,No,1086540387
19227,No,No,Yes,Yes,No,No,No,1086089099
19228,No,No,No,Yes,No,No,No,1086537748
19229,No,No,No,Yes,No,No,No,1086537749
19230,Yes,Yes,No,Yes,Yes,No,Yes,1086512783
19231,No,No,Yes,Yes,No,No,No,1086198338
19232,No,No,No,No,No,No,No,1086501016
19233,No,Yes,Yes,Yes,Yes,Yes,Yes,1086200226
19234,No,No,Yes,Yes,No,No,No,1086205677
19235,No,No,Yes,Yes,No,No,No,1086205765
19236,No,No,Yes,Yes,No,No,No,1086205781
19237,No,No,Yes,Yes,No,No,No,1086211688
19238,No,No,Yes,Yes,No,No,No,1086212647
19239,No,No,No,No,No,No,No,1086538228
19240,No,No,Yes,Yes,No,No,No,1086380604
19241,No,No,Yes,Yes,No,No,No,1086007838
19242,No,No,Yes,Yes,No,No,No,1086054737
19243,No,No,Yes,Yes,No,No,No,1086089931
19244,No,No,Yes,Yes,No,No,No,1086126882
19245,No,Yes,No,Yes,Yes,No,No,1086503917
19246,No,No,Yes,Yes,No,No,No,1086190898
19247,No,No,Yes,Yes,No,No,No,1086191814
19248,No,No,No,No,No,No,No,1086501204
19249,No,No,Yes,Yes,No,No,No,1086212337
19250,No,No,Yes,Yes,No,No,No,1086212338
19251,No,No,Yes,Yes,No,No,No,1086279971
19252,No,No,Yes,Yes,No,No,No,1086303893
19253,No,Yes,No,Yes,Yes,No,No,1086540910
19254,No,No,Yes,Yes,No,No,No,1086406930
19255,No,No,Yes,Yes,No,No,No,1086446857
19256,No,No,Yes,Yes,No,No,No,1086447694
19257,No,No,Yes,Yes,No,No,No,1086447696
19258,No,No,Yes,Yes,No,No,No,1086265943
19259,No,No,Yes,Yes,No,No,No,1086185238
19260,No,No,Yes,Yes,No,No,No,1086016852
19261,No,No,No,No,No,No,No,1086019149
19262,No,No,Yes,Yes,No,No,No,1086184094
19263,No,No,Yes,Yes,No,No,No,1086185239
19264,No,No,Yes,Yes,No,No,No,1086205585
19265,Yes,Yes,No,Yes,Yes,No,No,1086493546
19266,No,No,Yes,Yes,No,No,No,1086089296
19267,No,No,Yes,Yes,No,No,No,1086055202
19268,No,No,No,No,No,No,No,1086457704
19269,No,No,Yes,Yes,No,No,No,1086245386
19270,No,No,Yes,Yes,No,No,No,1086167080
19271,No,No,Yes,Yes,No,No,No,1086433242
19272,No,No,Yes,Yes,No,No,No,1086033399
19273,No,No,Yes,Yes,No,No,No,1086151009
19274,No,No,Yes,Yes,No,No,No,1086222698
19275,No,No,Yes,Yes,No,No,No,1086251388
19276,No,No,Yes,Yes,No,No,No,1086285862
19277,No,No,Yes,Yes,No,No,No,1086299944
19278,No,Yes,No,Yes,No,No,No,1086499911
19279,No,No,No,No,No,No,No,1086522914
19280,No,No,Yes,Yes,No,No,No,1086363207
19281,No,No,Yes,Yes,No,No,No,1086379469
19282,No,Yes,No,Yes,No,No,No,1086487714
19283,No,No,Yes,Yes,No,No,No,1086001246
19284,No,No,Yes,Yes,No,No,No,1086020040
19285,No,No,Yes,Yes,No,No,No,1086014207
19286,No,No,Yes,Yes,No,No,No,1086323440
19287,No,No,Yes,Yes,No,No,No,1086072039
19288,No,No,Yes,Yes,No,No,No,1086362076
19289,No,No,Yes,Yes,No,No,No,1086376920
19290,No,No,Yes,Yes,No,No,No,1086094282
19291,No,No,Yes,Yes,No,No,No,1086167157
19292,No,No,Yes,Yes,No,No,No,1086218185
19293,No,No,Yes,Yes,No,No,No,1086298778
19294,No,No,Yes,Yes,No,No,No,1086298837
19295,No,No,Yes,Yes,No,No,No,1086369916
19296,No,No,Yes,Yes,No,No,No,1086370502
19297,No,No,Yes,Yes,No,No,No,1086371518
19298,No,No,Yes,Yes,No,No,No,1086371589
19299,No,No,Yes,Yes,No,No,No,1086007609
19300,No,No,Yes,Yes,No,No,No,1086013408
19301,No,No,Yes,Yes,No,No,No,1086013637
19302,No,No,No,No,No,No,No,1086512424
19303,No,No,Yes,Yes,No,No,No,1086030558
19304,No,No,Yes,Yes,No,No,No,1086254682
19305,No,No,Yes,Yes,No,No,No,1086200507
19306,No,No,Yes,Yes,No,No,No,1086320296
19307,No,No,Yes,Yes,No,No,No,1086064304
19308,No,No,Yes,Yes,No,No,No,1086166548
19309,No,No,Yes,Yes,No,No,No,1086166995
19310,No,No,Yes,Yes,No,No,No,1086169483
19311,No,No,Yes,Yes,No,No,No,1086171428
19312,No,No,Yes,Yes,No,No,No,1086214259
19313,No,No,Yes,Yes,No,No,No,1086052332
19314,No,No,Yes,Yes,No,No,No,1086003086
19315,No,No,Yes,Yes,No,No,No,1086005952
19316,No,No,Yes,Yes,No,No,No,1086001942
19317,No,No,Yes,Yes,No,No,No,1086023466
19318,No,No,Yes,Yes,No,No,No,1086031661
19319,Yes,Yes,No,Yes,Yes,Yes,No,1086540204
19320,No,No,Yes,Yes,No,No,No,1086045522
19321,No,No,Yes,Yes,No,No,No,1086029179
19322,No,No,Yes,Yes,No,No,No,1086098976
19323,No,No,Yes,Yes,No,No,No,1086334830
19324,No,No,Yes,Yes,No,No,No,1086035103
19325,No,No,Yes,Yes,No,No,No,1086035113
19326,No,No,Yes,Yes,No,No,No,1086055574
19327,No,No,Yes,Yes,No,No,No,1086056571
19328,No,No,Yes,Yes,No,No,No,1086056573
19329,No,No,Yes,Yes,No,No,No,1086063595
19330,No,No,Yes,Yes,No,No,No,1086065751
19331,No,No,Yes,Yes,No,No,No,1086098957
19332,No,No,Yes,Yes,No,No,No,1086098986
19333,No,No,Yes,Yes,No,No,No,1086234067
19334,No,No,Yes,Yes,No,No,No,1086382107
19335,No,No,Yes,Yes,No,No,No,1086148307
19336,No,Yes,Yes,Yes,No,No,Yes,1086167058
19337,No,No,No,No,No,No,No,1086458938
19338,No,No,No,No,No,No,No,1086458939
19339,No,No,Yes,Yes,No,No,No,1086053523
19340,No,No,Yes,Yes,No,No,No,1086218868
19341,No,No,No,No,No,No,No,1086547383
19342,No,Yes,No,Yes,Yes,No,Yes,1086517133
19343,No,No,Yes,Yes,No,No,No,1086201234
19344,No,No,Yes,Yes,No,No,No,1086001041
19345,No,No,Yes,Yes,No,No,No,1086004499
19346,No,No,Yes,Yes,No,No,No,1086025235
19347,No,No,Yes,Yes,No,No,No,1086026629
19348,No,No,Yes,Yes,No,No,No,1086032834
19349,No,No,No,No,No,No,No,1086452826
19350,No,Yes,Yes,Yes,No,No,No,1086541452
19351,No,No,Yes,Yes,No,No,No,1086034531
19352,No,No,Yes,Yes,No,No,No,1086034818
19353,No,No,Yes,Yes,No,No,No,1086036490
19354,No,No,No,No,No,No,No,1086520501
19355,No,No,Yes,Yes,No,No,No,1086059527
19356,No,No,Yes,Yes,No,No,No,1086062950
19357,No,No,Yes,Yes,No,No,No,1086062962
19358,No,No,Yes,Yes,No,No,No,1086068752
19359,No,Yes,No,Yes,No,No,No,1086522709
19360,No,No,Yes,Yes,No,No,No,1086059250
19361,No,No,Yes,Yes,No,No,No,1086146146
19362,No,No,Yes,Yes,No,No,No,1086004950
19363,No,No,Yes,Yes,No,No,No,1086007606
19364,No,No,Yes,Yes,No,No,No,1086013153
19365,No,No,Yes,Yes,No,No,No,1086022729
19366,No,No,Yes,Yes,No,No,No,1086028837
19367,No,No,Yes,Yes,No,No,No,1086032729
19368,No,No,No,No,No,No,No,1086454072
19369,No,No,No,No,No,No,No,1086454073
19370,No,No,No,No,No,No,No,1086514183
19371,No,No,Yes,Yes,No,No,No,1086048470
19372,No,No,No,No,No,No,No,1086457229
19373,Yes,Yes,No,Yes,No,No,No,1086547176
19374,No,No,Yes,Yes,No,No,No,1086150828
19375,No,No,No,No,No,No,No,1086459042
19376,No,No,No,No,No,No,No,1086507872
19377,No,No,Yes,Yes,No,No,No,1086064989
19378,No,No,Yes,Yes,No,No,No,1086144366
19379,Yes,Yes,Yes,Yes,Yes,No,Yes,1086187852
19380,No,No,Yes,Yes,No,No,No,1086036104
19381,No,No,No,No,No,No,No,1086495887
19382,Yes,Yes,No,Yes,No,No,No,1086505755
19383,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1086156049
19384,No,No,No,No,No,No,No,1086524738
19385,Yes,Yes,No,Yes,No,No,Yes,1086505746
19386,No,No,Yes,Yes,No,No,No,1086014036
19387,No,No,Yes,Yes,No,No,No,1086026559
19388,No,No,Yes,Yes,No,No,No,1086065334
19389,No,No,Yes,Yes,No,No,No,1086114062
19390,No,No,No,No,No,No,No,1086510047
19391,No,No,Yes,Yes,No,No,No,1086178645
19392,No,No,Yes,Yes,No,No,No,1086260853
19393,No,No,Yes,Yes,No,No,No,1086298974
19394,No,No,Yes,Yes,No,No,No,1086005824
19395,No,No,Yes,Yes,No,No,No,1086005903
19396,No,No,Yes,Yes,No,No,No,1086005904
19397,No,No,Yes,Yes,No,No,No,1086005905
19398,No,No,Yes,Yes,No,No,No,1086005906
19399,No,No,Yes,Yes,No,No,No,1086006039
19400,No,No,Yes,Yes,No,No,No,1086013853
19401,No,No,Yes,Yes,No,No,No,1086016372
19402,No,No,No,No,No,No,No,1086515958
19403,No,No,No,No,No,No,No,1086530025
19404,No,No,No,No,No,No,No,1086461020
19405,No,No,Yes,Yes,No,No,No,1086003069
19406,No,No,Yes,Yes,No,No,No,1086007176
19407,No,No,Yes,Yes,No,No,No,1086025750
19408,No,No,Yes,Yes,No,No,No,1086024429
19409,No,No,Yes,Yes,No,No,No,1086025042
19410,No,No,Yes,Yes,No,No,No,1086025829
19411,No,No,Yes,Yes,No,No,No,1086060870
19412,No,No,Yes,Yes,No,No,No,1086151448
19413,No,No,Yes,Yes,No,No,No,1086170953
19414,No,No,Yes,Yes,No,No,No,1086174574
19415,No,No,Yes,Yes,No,No,No,1086174625
19416,No,No,Yes,Yes,No,No,No,1086183682
19417,No,No,Yes,Yes,No,No,No,1086188951
19418,No,No,Yes,Yes,No,No,No,1086218401
19419,No,No,Yes,Yes,No,No,No,1086232593
19420,No,No,No,No,No,No,No,1086463662
19421,No,No,Yes,Yes,No,No,No,1086339276
19422,Yes,Yes,No,Yes,Yes,Yes,Yes,1086545919
19423,No,No,Yes,Yes,No,No,No,1086307955
19424,No,No,Yes,Yes,No,No,No,1086308345
19425,No,No,Yes,Yes,No,No,No,1086322489
19426,No,No,Yes,Yes,No,No,No,1086418834
19427,No,No,No,No,No,No,No,1086454103
19428,No,No,No,No,No,No,No,1086506173
19429,No,No,Yes,Yes,No,No,No,1086075090
19430,Yes,No,Yes,Yes,No,No,No,1086101044
19431,No,No,Yes,Yes,No,No,No,1086263715
19432,No,No,Yes,Yes,No,No,No,1086301306
19433,No,No,Yes,Yes,No,No,No,1086307880
19434,No,No,Yes,Yes,No,No,No,1086307892
19435,No,No,Yes,Yes,No,No,No,1086307894
19436,No,No,Yes,Yes,No,No,No,1086307937
19437,No,No,Yes,Yes,No,No,No,1086307943
19438,No,No,Yes,Yes,No,No,No,1086102248
19439,No,No,Yes,Yes,No,No,No,1086029675
19440,No,No,Yes,Yes,No,No,No,1086029686
19441,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1086487469
19442,No,No,Yes,Yes,No,No,No,1086040418
19443,No,No,No,No,No,No,No,1086456436
19444,No,No,Yes,Yes,No,No,No,1086063543
19445,No,No,No,No,No,No,No,1086538868
19446,No,No,Yes,Yes,No,No,No,1086151251
19447,No,Yes,No,Yes,No,No,No,1086508691
19448,No,No,Yes,Yes,No,No,No,1086257088
19449,No,No,Yes,Yes,No,No,No,1086258189
19450,Yes,Yes,No,Yes,Yes,No,Yes,1086529954
19451,Yes,Yes,No,Yes,Yes,No,Yes,1086530726
19452,No,No,Yes,Yes,No,No,No,1086444207
19453,No,No,Yes,Yes,No,No,No,1086113130
19454,No,No,No,No,No,No,No,1086488927
19455,Yes,Yes,No,Yes,Yes,No,Yes,1086491957
19456,No,No,Yes,Yes,No,No,No,1086019737
19457,No,No,No,No,No,No,No,1086021264
19458,No,No,Yes,Yes,No,No,No,1086027465
19459,No,No,Yes,Yes,No,No,No,1086032485
19460,No,No,Yes,Yes,No,No,No,1086033196
19461,No,No,No,No,No,No,No,1086491212
19462,No,No,Yes,Yes,No,No,No,1086050869
19463,No,No,Yes,Yes,No,No,No,1086052531
19464,No,No,No,No,No,No,No,1086455971
19465,No,No,No,No,No,No,No,1086456270
19466,No,No,No,No,No,No,No,1086488345
19467,No,No,No,No,No,No,No,1086491140
19468,No,No,Yes,Yes,No,No,No,1086059488
19469,No,No,Yes,Yes,No,No,No,1086068538
19470,No,No,Yes,Yes,No,No,No,1086069439
19471,No,No,No,No,No,No,No,1086457370
19472,No,No,Yes,Yes,No,No,No,1086214530
19473,No,No,Yes,Yes,No,No,No,1086336588
19474,No,No,Yes,Yes,No,No,No,1086019849
19475,No,No,Yes,Yes,No,No,No,1086021012
19476,No,No,Yes,Yes,No,No,No,1086022488
19477,No,No,Yes,Yes,No,No,No,1086026198
19478,No,No,Yes,Yes,No,No,No,1086030025
19479,No,No,Yes,Yes,No,No,No,1086050418
19480,No,No,Yes,Yes,No,No,No,1086060534
19481,No,No,Yes,Yes,No,No,No,1086061175
19482,No,No,No,No,No,No,No,1086505174
19483,No,No,No,No,No,No,No,1086510364
19484,No,No,No,No,No,No,No,1086516602
19485,No,No,No,No,No,No,No,1086516606
19486,No,No,Yes,Yes,No,No,No,1086074061
19487,No,No,Yes,Yes,No,No,No,1086078379
19488,No,No,Yes,Yes,No,No,No,1086082654
19489,No,Yes,Yes,Yes,No,No,No,1086386223
19490,No,No,No,No,No,No,No,1086552801
19491,No,No,No,No,No,No,No,1086455892
19492,No,No,No,No,No,No,No,1086458217
19493,No,No,No,No,No,No,No,1086490573
19494,No,No,Yes,Yes,No,No,No,1086142602
19495,No,Yes,Yes,Yes,Yes,Yes,Yes,1086532950
19496,No,No,Yes,Yes,No,No,Yes,1086148580
19497,No,No,Yes,Yes,No,No,No,1086152931
19498,Yes,Yes,No,Yes,Yes,No,Yes,1086535331
19499,No,No,No,No,No,No,No,1086511444
19500,No,No,Yes,Yes,No,No,No,1086340526
19501,No,No,Yes,Yes,No,No,No,1086362418
19502,No,No,Yes,Yes,No,No,No,1086438599
19503,No,No,Yes,Yes,No,No,No,1086144709
19504,No,No,Yes,Yes,No,No,No,1086258055
19505,No,No,No,No,No,No,No,1086534985
19506,No,No,No,No,No,No,No,1086495629
19507,No,No,No,No,No,No,No,1086547860
19508,No,No,Yes,Yes,No,No,No,1086340259
19509,No,No,Yes,Yes,No,No,No,1086365847
19510,No,No,Yes,Yes,No,No,No,1086008652
19511,No,No,Yes,Yes,No,No,No,1086030509
19512,No,No,Yes,Yes,No,No,No,1086069284
19513,No,No,Yes,Yes,No,No,No,1086096504
19514,No,No,Yes,Yes,No,No,No,1086315491
19515,No,No,Yes,Yes,No,No,No,1086321982
19516,No,No,Yes,Yes,No,No,No,1086327315
19517,No,Yes,Yes,Yes,No,No,No,1086351358
19518,No,No,Yes,Yes,No,No,No,1086355771
19519,No,No,Yes,Yes,No,No,No,1086370278
19520,No,No,Yes,Yes,No,No,No,1086380777
19521,No,No,Yes,Yes,No,No,No,1086383058
19522,No,No,Yes,Yes,No,No,No,1086402719
19523,No,Yes,Yes,Yes,No,No,Yes,1086415493
19524,No,No,Yes,Yes,No,No,No,1086050629
19525,No,No,Yes,Yes,No,No,No,1086054946
19526,No,No,Yes,Yes,No,No,No,1086037447
19527,No,Yes,Yes,Yes,No,No,No,1086523451
19528,No,No,No,No,No,No,No,1086489867
19529,No,No,No,No,No,No,No,1086534633
19530,No,No,No,No,No,No,No,1086534634
